id,dataset_name,dataset_group,input_size,horizon,num_layers,hidden_size,max_steps,learning_rate,batch_size,scaler_type,total_params,smape,is_better,mlp.0.weight_mean,mlp.0.weight_median,mlp.0.weight_std,mlp.0.weight_max,mlp.0.weight_min,mlp.0.weight_frobenius_norm,mlp.0.weight_spectral_norm,mlp.0.weight_alpha,mlp.0.weight_alpha_hat,mlp.1.weight_mean,mlp.1.weight_median,mlp.1.weight_std,mlp.1.weight_max,mlp.1.weight_min,mlp.1.weight_frobenius_norm,mlp.1.weight_spectral_norm,mlp.1.weight_alpha,mlp.1.weight_alpha_hat,mlp.2.weight_mean,mlp.2.weight_median,mlp.2.weight_std,mlp.2.weight_max,mlp.2.weight_min,mlp.2.weight_frobenius_norm,mlp.2.weight_spectral_norm,mlp.2.weight_alpha,mlp.2.weight_alpha_hat,out.weight_mean,out.weight_median,out.weight_std,out.weight_max,out.weight_min,out.weight_frobenius_norm,out.weight_spectral_norm,out.weight_alpha,out.weight_alpha_hat
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0005_batch_size_32_scaler_type_minmax,Gluonts,m1_quarterly,4,2,3,8,1000,0.0005,32,minmax,202,0.0672767385840416,True,0.0801924616098404,0.02320493943989277,0.33213233947753906,0.8003983497619629,-0.5150063037872314,1.9328131675720215,1.5533175468444824,1.804306319671942,2.929079642426163,0.03425051271915436,0.039281561970710754,0.27484259009361267,0.6264587640762329,-0.6370422840118408,2.2157480716705322,1.6209025382995605,1.2721334132115543,1.9639876496098947,0.03802839294075966,0.06094258278608322,0.24996612966060638,0.6702888011932373,-0.33371198177337646,2.022738456726074,1.1780062913894653,1.2503198723149551,1.8602259086534658,0.0061541106551885605,-0.05273023620247841,0.22610868513584137,0.3563818633556366,-0.2926391661167145,0.9047696590423584,0.6901886463165283,7.048880759319682,7.048880759319682
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0005_batch_size_64_scaler_type_identity,Gluonts,m1_quarterly,4,2,3,8,1000,0.0005,64,identity,202,0.060462940484285355,True,0.10372480005025864,0.15555381774902344,0.26411131024360657,0.6470229625701904,-0.5039544701576233,1.6051279306411743,1.2098098993301392,1.8100479690099593,2.3447691950233924,0.08100151270627975,0.08126632124185562,0.21221286058425903,0.4916732907295227,-0.27629849314689636,1.8171721696853638,1.1881872415542603,1.3125542608667753,2.9752681733528834,0.05045589804649353,0.06952323019504547,0.2338702231645584,0.539557158946991,-0.33371198177337646,1.914008617401123,1.213600993156433,1.3319019464995405,2.0182259859795058,0.047594211995601654,0.012460485100746155,0.2837754487991333,0.5368534326553345,-0.3339797556400299,1.1509559154510498,1.0064337253570557,2.697434131631998,2.697434131631998
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0005_batch_size_64_scaler_type_standard,Gluonts,m1_quarterly,4,2,3,8,1000,0.0005,64,standard,202,0.064328134059906,True,0.06311849504709244,0.014544060453772545,0.31001389026641846,0.8341355919837952,-0.49279525876045227,1.7896820306777954,1.4623429775238037,1.5504292701406905,2.4889180760299854,0.03946496546268463,0.08428335934877396,0.27858105301856995,0.5409843921661377,-0.6994330286979675,2.2509005069732666,1.7069944143295288,1.2073776083782892,2.598232222721848,0.06443784385919571,0.08773259073495865,0.2765888571739197,0.6456605792045593,-0.517672598361969,2.2719666957855225,1.5966864824295044,1.1866350800494816,2.351757946177592,0.041338395327329636,-0.034486811608076096,0.26032039523124695,0.4646337628364563,-0.2674408257007599,1.0543287992477417,0.8691087961196899,3.661261093013177,3.661261093013177
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0005_batch_size_64_scaler_type_robust,Gluonts,m1_quarterly,4,2,3,8,1000,0.0005,64,robust,202,0.0625959113240242,True,0.05673858895897865,0.06814754009246826,0.28162044286727905,0.7507147192955017,-0.4922829866409302,1.6250965595245361,1.2634227275848389,1.8067240430939977,2.565278840795303,0.0969296395778656,0.12217839807271957,0.2516918182373047,0.5906285047531128,-0.4893921911716461,2.1576895713806152,1.6321930885314941,1.2133276807469113,2.4408384638295955,0.06469319760799408,0.0756770521402359,0.2566676437854767,0.6040576696395874,-0.5018355250358582,2.117560625076294,1.5089672803878784,1.285668447647223,2.6897817813081724,0.08013902604579926,-0.009541679173707962,0.29700201749801636,0.6739838719367981,-0.2642061710357666,1.2304956912994385,1.0783843994140625,2.6704128089642,2.6704128089642
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0005_batch_size_64_scaler_type_minmax,Gluonts,m1_quarterly,4,2,3,8,1000,0.0005,64,minmax,202,0.06794151663780212,True,0.08454576134681702,0.02021012082695961,0.3154982924461365,0.8034126162528992,-0.4924638569355011,1.8476983308792114,1.4725537300109863,1.7842603677707418,2.7872538343805804,0.0504300519824028,0.035386137664318085,0.24842406809329987,0.5784395337104797,-0.4101950526237488,2.027928352355957,1.4513208866119385,1.2142084403963747,1.9667148728476813,0.038736823946237564,0.07019992172718048,0.24604542553424835,0.6252118349075317,-0.33371198177337646,1.9926085472106934,1.2679787874221802,1.2387017825185753,1.7799610517263553,0.016293741762638092,-0.034401848912239075,0.2286331057548523,0.404655784368515,-0.26879581809043884,0.916851818561554,0.6991313099861145,7.0833519046927105,7.0833519046927105
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0005_batch_size_128_scaler_type_identity,Gluonts,m1_quarterly,4,2,3,8,1000,0.0005,128,identity,202,0.05944984778761864,True,0.1002514660358429,0.11726325005292892,0.2735312879085541,0.6562823057174683,-0.5449315309524536,1.6479779481887817,1.2281811237335205,1.8399704367821705,2.3414515036714505,0.08901350200176239,0.0888592004776001,0.2158971130847931,0.48578396439552307,-0.270111083984375,1.8682178258895874,1.2596874237060547,1.303969964487255,3.220754863521156,0.051301755011081696,0.06056392937898636,0.23904526233673096,0.5363532304763794,-0.33371198177337646,1.9559060335159302,1.2213449478149414,1.3217954739829012,2.076113805214294,0.04119691252708435,0.009509112685918808,0.29112306237220764,0.529380738735199,-0.44743189215660095,1.1760939359664917,1.0274375677108765,2.709120755264373,2.709120755264373
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0005_batch_size_128_scaler_type_standard,Gluonts,m1_quarterly,4,2,3,8,1000,0.0005,128,standard,202,0.061084434390068054,True,0.07607489824295044,0.01609720289707184,0.3330756723880768,0.8717155456542969,-0.5087795257568359,1.9326813220977783,1.5971628427505493,1.5233794365158375,2.55267309059003,0.058705247938632965,0.11172298341989517,0.33961161971092224,0.7146304845809937,-0.787729024887085,2.757185459136963,2.1106948852539062,1.100403668727154,2.317370573497712,0.07442221790552139,0.06512749940156937,0.32653871178627014,0.9872660040855408,-0.8717040419578552,2.679297685623169,1.8716899156570435,1.2937326454355316,3.74773752553053,0.0018201358616352081,-0.05341626703739166,0.22773431241512299,0.3540177345275879,-0.293979287147522,0.9109663963317871,0.6965839266777039,6.845420760277103,6.845420760277103
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0005_batch_size_128_scaler_type_robust,Gluonts,m1_quarterly,4,2,3,8,1000,0.0005,128,robust,202,0.06215040385723114,True,0.05313217639923096,0.06260122358798981,0.29043951630592346,0.7690324783325195,-0.49405354261398315,1.6702396869659424,1.2966878414154053,1.7511368196709314,2.4482784063492087,0.09339673072099686,0.12552410364151,0.2592744529247284,0.5892416834831238,-0.5020318627357483,2.204667091369629,1.7019942998886108,1.1833550593005846,2.8211269998708794,0.06438329070806503,0.04299654811620712,0.25613418221473694,0.6175432205200195,-0.5087162256240845,2.1128170490264893,1.5258361101150513,1.0762263667056202,2.3375648775478126,0.07442248612642288,-0.011986467987298965,0.29786282777786255,0.6859942674636841,-0.29142704606056213,1.228078007698059,1.0764868259429932,2.6679433218563573,2.6679433218563573
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0005_batch_size_128_scaler_type_minmax,Gluonts,m1_quarterly,4,2,3,8,1000,0.0005,128,minmax,202,0.06646667420864105,True,0.07696869969367981,0.0252414271235466,0.33728817105293274,0.8010778427124023,-0.5080147981643677,1.957038402557373,1.5777441263198853,1.812354408458051,2.9875814887241194,0.031224001199007034,0.038862042129039764,0.29176923632621765,0.6452480554580688,-0.669076144695282,2.3474817276000977,1.726067304611206,1.2694295678877379,2.1746102533545097,0.038779519498348236,0.07074329257011414,0.2569051682949066,0.7256176471710205,-0.44161808490753174,2.078524112701416,1.2333918809890747,1.274527028351967,1.9728208903413884,0.004651198163628578,-0.05387173593044281,0.22507710754871368,0.35327208042144775,-0.2953173518180847,0.9005005955696106,0.6846616268157959,7.35173415728367,7.35173415728367
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0005_batch_size_256_scaler_type_identity,Gluonts,m1_quarterly,4,2,3,8,1000,0.0005,256,identity,202,0.059331029653549194,True,0.09788800030946732,0.11346452683210373,0.2745906114578247,0.660690188407898,-0.5502002239227295,1.6490682363510132,1.2232189178466797,1.8363555855444489,2.3068247707067338,0.08974555134773254,0.09072106331586838,0.21514920890331268,0.485549658536911,-0.2727314531803131,1.8649344444274902,1.2585560083389282,1.3037542445348422,3.1979230586642142,0.05264187604188919,0.0667181983590126,0.23643235862255096,0.5366895198822021,-0.33371198177337646,1.937774896621704,1.2211886644363403,1.322858784876722,2.012376073036369,0.04488407075405121,0.009913463145494461,0.28692030906677246,0.5292831659317017,-0.42506498098373413,1.1616392135620117,1.0091896057128906,2.7791894906428896,2.7791894906428896
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0005_batch_size_256_scaler_type_standard,Gluonts,m1_quarterly,4,2,3,8,1000,0.0005,256,standard,202,0.06367644667625427,True,0.05515056475996971,0.007697403896600008,0.31114956736564636,0.816501259803772,-0.49917542934417725,1.787562608718872,1.4398695230484009,1.5552166321708856,2.364334898274706,0.042306385934352875,0.09132334589958191,0.2816336154937744,0.5059483051300049,-0.7175491452217102,2.2783477306365967,1.7455925941467285,1.1605486667183407,2.449710507307249,0.05497834458947182,0.09724752604961395,0.2708853483200073,0.6093529462814331,-0.46688312292099,2.2112655639648438,1.5801488161087036,1.1434834538373049,2.6729371207109276,0.041934460401535034,-0.04013144224882126,0.2662510871887207,0.5096229314804077,-0.27249830961227417,1.0781327486038208,0.9017999172210693,3.3652017693991865,3.3652017693991865
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0005_batch_size_256_scaler_type_robust,Gluonts,m1_quarterly,4,2,3,8,1000,0.0005,256,robust,202,0.061980873346328735,True,0.053265634924173355,0.05520089715719223,0.28259965777397156,0.7621645927429199,-0.4963311553001404,1.6267738342285156,1.2635266780853271,1.7374253519355545,2.4197271251884653,0.09035945683717728,0.11266231536865234,0.25369659066200256,0.5757155418395996,-0.4878600239753723,2.15446400642395,1.6402336359024048,1.2155436373548039,2.5189342221170024,0.06413895636796951,0.08973976969718933,0.25603947043418884,0.598834216594696,-0.492198646068573,2.1116063594818115,1.4896866083145142,1.0962311395442899,2.2926537840337304,0.08114562928676605,-0.011948617175221443,0.2968379855155945,0.6791142821311951,-0.2650299370288849,1.2309178113937378,1.071873664855957,2.7493711775427463,2.7493711775427463
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0005_batch_size_256_scaler_type_minmax,Gluonts,m1_quarterly,4,2,3,8,1000,0.0005,256,minmax,202,0.06480243802070618,True,0.06894301623106003,0.01615005172789097,0.2969866096973419,0.7846775054931641,-0.4935412108898163,1.7246836423873901,1.3767608404159546,1.8075138661286523,2.8533789698781864,0.03830314427614212,0.03567644953727722,0.24195939302444458,0.5378372669219971,-0.49017560482025146,1.9597792625427246,1.2849998474121094,1.2221895963280323,1.6750054125386524,0.04312584921717644,0.07009919732809067,0.25519585609436035,0.6328493356704712,-0.4467838704586029,2.0705132484436035,1.306141972541809,1.1960733676314064,1.8897566192639543,0.0403461679816246,-0.03612511232495308,0.25820931792259216,0.45858272910118103,-0.2673673927783966,1.0453697443008423,0.8623863458633423,3.644353304668817,3.644353304668817
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_16_scaler_type_identity,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,16,identity,202,0.5074120759963989,False,0.07177698612213135,0.08150704950094223,0.2465137094259262,0.5581215023994446,-0.4907907545566559,1.4524016380310059,1.1020989418029785,1.8008015669166904,2.376873329956701,0.04662032425403595,0.057954106479883194,0.20012138783931732,0.4420565962791443,-0.26906660199165344,1.6438398361206055,0.9434594511985779,1.3587236512672787,2.448095164983855,0.03785701468586922,0.05345206707715988,0.22225064039230347,0.4467444121837616,-0.33371198177337646,1.8036141395568848,1.0341054201126099,1.298589987154958,1.640641941711404,0.02884320169687271,-0.024557162076234818,0.25128456950187683,0.44471314549446106,-0.266702800989151,1.0117380619049072,0.8323975801467896,3.704279249127862,3.704279249127862
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_16_scaler_type_standard,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,16,standard,202,0.06589910387992859,True,0.03598365932703018,0.025486627593636513,0.24758902192115784,0.56790691614151,-0.493627667427063,1.4152896404266357,1.0944634675979614,2.0530308423010633,3.0895324038766105,0.02885824628174305,0.02325427159667015,0.19553425908088684,0.3967849016189575,-0.33990201354026794,1.5812187194824219,0.9381238222122192,1.3097277415080217,2.2142295161673036,0.02259821631014347,0.036425232887268066,0.2205371856689453,0.43723252415657043,-0.33371198177337646,1.7735357284545898,1.0083236694335938,1.3158440736100263,1.7638674869748872,-0.008199099451303482,-0.07484231144189835,0.223393514752388,0.3316853642463684,-0.3074039816856384,0.89417564868927,0.6791024208068848,7.458936802384377,7.458936802384377
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_16_scaler_type_robust,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,16,robust,202,0.0670434907078743,True,0.03356342762708664,0.03302339091897011,0.24884366989135742,0.5490706562995911,-0.49378836154937744,1.4204188585281372,1.0989984273910522,2.1342749739342235,3.2352841148491494,0.03885135427117348,0.04201604425907135,0.19202820956707,0.43610426783561707,-0.28480276465415955,1.567352056503296,0.9517034292221069,1.3385785540502724,2.4372330164047393,0.03331128507852554,0.048357680439949036,0.21650394797325134,0.4183289408683777,-0.3342481553554535,1.7524126768112183,0.9888626337051392,1.3156340889782152,1.7662324533804585,0.010214429348707199,-0.0720386877655983,0.24358446896076202,0.45055946707725525,-0.30542072653770447,0.9751941561698914,0.7758914232254028,4.6683169308643375,4.6683169308643375
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_16_scaler_type_minmax,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,16,minmax,202,0.08138000220060349,True,0.0350455641746521,0.0209512896835804,0.25440675020217896,0.5736528635025024,-0.49936443567276,1.4527324438095093,1.1039804220199585,2.145406198361693,3.1009217810996788,0.025941822677850723,0.025465749204158783,0.19979320466518402,0.4317372143268585,-0.33990201354026794,1.6117628812789917,0.9538728594779968,1.3293755938753518,1.9019843381784358,0.020032376050949097,0.04225388914346695,0.218125581741333,0.4379255473613739,-0.33371198177337646,1.7523481845855713,0.943903386592865,1.2099440567051063,1.5501414436557257,-0.005261553451418877,-0.07403822988271713,0.223795086145401,0.3326057195663452,-0.30753788352012634,0.8954277634620667,0.6818985342979431,7.201516713950692,7.201516713950692
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_32_scaler_type_identity,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,32,identity,202,0.3824889063835144,False,0.0825364738702774,0.09435267001390457,0.2489461898803711,0.5715992450714111,-0.4902530610561371,1.4836331605911255,1.1179536581039429,1.7476846243724409,2.230550637448212,0.05400185286998749,0.0629536584019661,0.20271526277065277,0.4565112590789795,-0.2734832763671875,1.6782786846160889,0.9923142194747925,1.3572366073261515,2.5414380895830306,0.041624635457992554,0.05386776477098465,0.22591149806976318,0.4617314636707306,-0.33371198177337646,1.8377137184143066,1.076725959777832,1.3038604274685588,1.6668981525980857,0.03731527552008629,-0.01749696582555771,0.2559748888015747,0.4606476128101349,-0.2668902575969696,1.034721851348877,0.8612250685691833,3.4597852067236827,3.4597852067236827
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_32_scaler_type_standard,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,32,standard,202,0.06557305157184601,True,0.036337874829769135,0.03400421887636185,0.2500527501106262,0.5724131464958191,-0.5021628737449646,1.4293699264526367,1.0966895818710327,2.046616550933719,2.999832558154065,0.032953131943941116,0.016180433332920074,0.19541257619857788,0.3965528905391693,-0.33990201354026794,1.5853729248046875,0.9486535787582397,1.31524901296745,2.344159686346631,0.025031574070453644,0.03201891854405403,0.2251153141260147,0.441334068775177,-0.33371198177337646,1.8120217323303223,1.0693631172180176,1.2987034010642815,1.8418848141933561,-0.003963608294725418,-0.06723254919052124,0.2237856686115265,0.3384292423725128,-0.30101439356803894,0.895283043384552,0.6796131134033203,7.507163595343054,7.507163595343054
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_32_scaler_type_robust,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,32,robust,202,0.06584054231643677,True,0.03433172404766083,0.03834792226552963,0.2522834539413452,0.5660181045532227,-0.5026743412017822,1.4402844905853271,1.1071091890335083,2.075593263875108,3.0441730857750233,0.04676096513867378,0.06035077944397926,0.1937054544687271,0.45112136006355286,-0.26878368854522705,1.594157099723816,0.973789632320404,1.3312610798564537,2.429232549855555,0.03637992590665817,0.04503912478685379,0.21813799440860748,0.4289984405040741,-0.33371198177337646,1.7692065238952637,1.018094778060913,1.253522138728247,1.730403131184651,0.018831199035048485,-0.06549853086471558,0.24789810180664062,0.46908265352249146,-0.29870477318763733,0.994449257850647,0.8009970784187317,4.259051998127825,4.259051998127825
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_32_scaler_type_minmax,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,32,minmax,202,0.07912509888410568,True,0.035557352006435394,0.02327035367488861,0.2566138803958893,0.5764923691749573,-0.5021858215332031,1.46549654006958,1.1059608459472656,2.1668321529993992,3.0806056797876087,0.02622918039560318,0.017459560185670853,0.2013130933046341,0.43575209379196167,-0.33990201354026794,1.6241167783737183,0.9631762504577637,1.3658036149981108,2.0232549274597518,0.021936165168881416,0.044028300791978836,0.2183106690645218,0.45118454098701477,-0.33371198177337646,1.7552798986434937,0.9500488638877869,1.2010844287580356,1.5194558321046514,-0.0005501136183738708,-0.06702491641044617,0.22458632290363312,0.3398820161819458,-0.3011818528175354,0.8983479738235474,0.6851218938827515,7.070417997280338,7.070417997280338
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_64_scaler_type_identity,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,64,identity,202,0.3644140958786011,False,0.08469584584236145,0.0971626341342926,0.24937453866004944,0.5735100507736206,-0.4899204671382904,1.489816665649414,1.1215332746505737,1.737412638874798,2.205753282169642,0.054866041988134384,0.06445872038602829,0.20318886637687683,0.45881637930870056,-0.2727358937263489,1.6837291717529297,1.0001509189605713,1.3552472031508656,2.5545018635283028,0.04259622097015381,0.054048992693424225,0.22621943056583405,0.46383243799209595,-0.33371198177337646,1.8415589332580566,1.0839388370513916,1.304977181332704,1.6779394783061052,0.03845219314098358,-0.01670502871274948,0.25666239857673645,0.4628804922103882,-0.2670268714427948,1.03810715675354,0.8654149770736694,3.428815123526244,3.428815123526244
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_64_scaler_type_standard,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,64,standard,202,0.06571095436811447,True,0.036417677998542786,0.03304091840982437,0.248954638838768,0.5706979036331177,-0.4983014166355133,1.4232882261276245,1.0963151454925537,2.0436828302149497,3.0310750447449206,0.031230075284838676,0.01961207017302513,0.1950225830078125,0.3986481726169586,-0.33990201354026794,1.5800580978393555,0.943434476852417,1.276130962364128,2.2235575792579327,0.02380569837987423,0.033861707895994186,0.2236054390668869,0.4400797188282013,-0.33371198177337646,1.7989526987075806,1.0392149686813354,1.3213710724129974,1.7881221261107003,-0.005619032308459282,-0.07079556584358215,0.2238030731678009,0.334708571434021,-0.30387529730796814,0.8954944014549255,0.679275393486023,7.581172722638873,7.581172722638873
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_64_scaler_type_robust,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,64,robust,202,0.06596294045448303,True,0.03554871678352356,0.04425857216119766,0.25125962495803833,0.5671880841255188,-0.4979246258735657,1.435494065284729,1.108838438987732,2.0723412891708737,3.083558928848311,0.04642632603645325,0.055407654494047165,0.19262602925300598,0.4528037905693054,-0.2704262137413025,1.585134744644165,0.9690693616867065,1.3313501598989645,2.4804099843028444,0.03554476052522659,0.0455588735640049,0.21760016679763794,0.4268454611301422,-0.33371198177337646,1.7638731002807617,1.0138838291168213,1.2580414632371513,1.7335009286630088,0.016219018027186394,-0.06909200549125671,0.24725377559661865,0.46827948093414307,-0.3015996217727661,0.991140604019165,0.7964872121810913,4.3302425020717425,4.3302425020717425
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_64_scaler_type_minmax,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,64,minmax,202,0.07999347895383835,True,0.03574201464653015,0.023368369787931442,0.2555912137031555,0.5752522349357605,-0.49766093492507935,1.4599107503890991,1.1055121421813965,2.162203459841672,3.101467139099984,0.02575402706861496,0.020807398483157158,0.20091518759727478,0.4357428252696991,-0.33990201354026794,1.6204726696014404,0.9606327414512634,1.3573570411037887,1.9820340453000764,0.021571064367890358,0.04360857605934143,0.2184281200170517,0.4502323865890503,-0.33371198177337646,1.7559254169464111,0.9481317400932312,1.202186898616437,1.5133536043132976,-0.002480786293745041,-0.07060586661100388,0.22434251010417938,0.33613109588623047,-0.304045170545578,0.8974249362945557,0.6831843256950378,7.2331712838855875,7.2331712838855875
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_128_scaler_type_identity,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,128,identity,202,0.15738481283187866,False,0.10277368128299713,0.1260586380958557,0.2545868158340454,0.5962643027305603,-0.4944373071193695,1.5530807971954346,1.162566900253296,1.6742512500263642,2.0586043716035105,0.06722989678382874,0.08286973834037781,0.20792028307914734,0.477308064699173,-0.2702709436416626,1.7481547594070435,1.1058892011642456,1.356762200111953,2.7449631605590845,0.04756737872958183,0.05191900581121445,0.23003026843070984,0.4922066330909729,-0.33371198177337646,1.8791757822036743,1.149703025817871,1.3158935927379758,1.7550611699913505,0.051696717739105225,0.0021818503737449646,0.26404571533203125,0.4779602885246277,-0.2660406529903412,1.0762355327606201,0.915500283241272,3.0780931043651965,3.0780931043651965
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_128_scaler_type_standard,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,128,standard,202,0.06546811014413834,True,0.034863971173763275,0.03844854235649109,0.2520955204963684,0.5738770365715027,-0.501638650894165,1.4396406412124634,1.0990716218948364,2.049714999695392,2.9625151179125115,0.033218029886484146,0.017715563997626305,0.19798734784126282,0.40077003836631775,-0.33990201354026794,1.6060371398925781,0.9636387228965759,1.3299073078669592,2.440968926757143,0.025947343558073044,0.032643988728523254,0.2267695963382721,0.4439627230167389,-0.33371198177337646,1.8259940147399902,1.0912646055221558,1.281918141239772,1.850593302311618,-0.0036850161850452423,-0.06651442497968674,0.22429367899894714,0.33742713928222656,-0.30464813113212585,0.8972958326339722,0.6782175898551941,7.9644887959820165,7.9644887959820165
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_128_scaler_type_robust,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,128,robust,202,0.06504597514867783,True,0.03506062552332878,0.04311295598745346,0.2559760510921478,0.5792259573936462,-0.5013296008110046,1.4615387916564941,1.1188677549362183,2.0128630422070115,2.877740895506041,0.05225282162427902,0.06833285093307495,0.19627292454242706,0.4652673006057739,-0.2642826735973358,1.6248749494552612,0.9991261959075928,1.3446063335468588,2.49762303726345,0.037611350417137146,0.0438261553645134,0.22022229433059692,0.43732860684394836,-0.3416309952735901,1.787287950515747,1.0455586910247803,1.2390423627658462,1.766158627948918,0.023927781730890274,-0.0646543949842453,0.2522781193256378,0.48612603545188904,-0.30247336626052856,1.0136412382125854,0.8219131827354431,4.067061891859277,4.067061891859277
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_128_scaler_type_minmax,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,128,minmax,202,0.07864080369472504,True,0.033698078244924545,0.021158840507268906,0.2580857574939728,0.5772557258605957,-0.5020867586135864,1.4723458290100098,1.106878638267517,2.1910613572178175,3.096871576462872,0.026744745671749115,0.017684299498796463,0.20302928984165192,0.4388084411621094,-0.33990201354026794,1.63826584815979,0.9771553874015808,1.3762451411949579,2.0687643880394235,0.0229681134223938,0.046318016946315765,0.219124436378479,0.4518376886844635,-0.33371198177337646,1.7625991106033325,0.9606775641441345,1.200140139338897,1.54281969536391,-0.000559534877538681,-0.06630977988243103,0.22464032471179962,0.3391752541065216,-0.30487746000289917,0.8985641002655029,0.6827180981636047,7.4183285594334825,7.4183285594334825
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_256_scaler_type_identity,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,256,identity,202,0.12747831642627716,False,0.10539917647838593,0.13124579191207886,0.2552237808704376,0.5994028449058533,-0.4941895306110382,1.5620311498641968,1.1699941158294678,1.6656958598026566,2.0472380588751427,0.06826838850975037,0.0821886733174324,0.20858795940876007,0.4792492687702179,-0.2715129554271698,1.7558043003082275,1.11445951461792,1.3517895646406206,2.7340569706513005,0.047864072024822235,0.05557285249233246,0.2298547476530075,0.5000920295715332,-0.33371198177337646,1.878283143043518,1.1534943580627441,1.3214093221796561,1.7753992990173006,0.0529467836022377,0.006727304309606552,0.26493334770202637,0.4860951900482178,-0.2660576105117798,1.0806890726089478,0.9222410321235657,3.0287673091582916,3.0287673091582916
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_256_scaler_type_standard,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,256,standard,202,0.06545116007328033,True,0.03482414036989212,0.03933076933026314,0.25204670429229736,0.5737364888191223,-0.5036541223526001,1.4393361806869507,1.0986497402191162,2.044935024320754,2.951251673759564,0.032553818076848984,0.017716800794005394,0.1990083009004593,0.39708176255226135,-0.33990201354026794,1.6132265329360962,0.9663577675819397,1.35412278839393,2.4494220229769423,0.025866368785500526,0.03186477720737457,0.22689874470233917,0.4438939392566681,-0.33371198177337646,1.8269469738006592,1.101082444190979,1.2675862735704508,1.877881653838859,-0.0030791349709033966,-0.06550637632608414,0.2247224897146225,0.3403671383857727,-0.3037034273147583,0.8989742994308472,0.6782870292663574,8.169767423074783,8.169767423074783
Gluonts_m1_quarterly_hidden_size_8_learning_rate_0.0001_batch_size_256_scaler_type_robust,Gluonts,m1_quarterly,4,2,3,8,1000,0.0001,256,robust,202,0.06501235067844391,True,0.034885015338659286,0.04228486865758896,0.2559122145175934,0.5800285339355469,-0.502941906452179,1.4610464572906494,1.119233250617981,2.015336156119835,2.8879492601603536,0.051611244678497314,0.06789141148328781,0.19679191708564758,0.46498891711235046,-0.26697036623954773,1.6275779008865356,1.0036779642105103,1.3499857260407129,2.542564837226357,0.037361107766628265,0.046770475804805756,0.22000299394130707,0.4380348324775696,-0.3341677188873291,1.7852224111557007,1.042679786682129,1.2257358281775617,1.7417064702324316,0.02475471794605255,-0.0637919157743454,0.25237810611724854,0.4854543209075928,-0.30179181694984436,1.0143569707870483,0.8203905820846558,4.138664787420037,4.138664787420037
