id,dataset_name,dataset_group,input_size,horizon,num_layers,hidden_size,max_steps,total_params,smape,mlp.0.weight_mean,mlp.0.weight_median,mlp.0.weight_std,mlp.0.weight_max,mlp.0.weight_min,out.weight_mean,out.weight_median,out.weight_std,out.weight_max,out.weight_min,mlp.1.weight_mean,mlp.1.weight_median,mlp.1.weight_std,mlp.1.weight_max,mlp.1.weight_min,mlp.2.weight_mean,mlp.2.weight_median,mlp.2.weight_std,mlp.2.weight_max,mlp.2.weight_min,mlp.3.weight_mean,mlp.3.weight_median,mlp.3.weight_std,mlp.3.weight_max,mlp.3.weight_min,mlp.4.weight_mean,mlp.4.weight_median,mlp.4.weight_std,mlp.4.weight_max,mlp.4.weight_min,mlp.5.weight_mean,mlp.5.weight_median,mlp.5.weight_std,mlp.5.weight_max,mlp.5.weight_min,mlp.6.weight_mean,mlp.6.weight_median,mlp.6.weight_std,mlp.6.weight_max,mlp.6.weight_min,mlp.7.weight_mean,mlp.7.weight_median,mlp.7.weight_std,mlp.7.weight_max,mlp.7.weight_min,mlp.8.weight_mean,mlp.8.weight_median,mlp.8.weight_std,mlp.8.weight_max,mlp.8.weight_min,mlp.9.weight_mean,mlp.9.weight_median,mlp.9.weight_std,mlp.9.weight_max,mlp.9.weight_min,mlp.10.weight_mean,mlp.10.weight_median,mlp.10.weight_std,mlp.10.weight_max,mlp.10.weight_min,mlp.11.weight_mean,mlp.11.weight_median,mlp.11.weight_std,mlp.11.weight_max,mlp.11.weight_min
M3_Quarterly_num_layers_8_hidden_size_12_max_steps_500,M3,Quarterly,8,8,8,12,500,1304,0.05286164209274518,0.06762979179620743,0.06991822272539139,0.2317783236503601,0.6592172384262085,-0.45145902037620544,0.08520525693893433,0.06196114420890808,0.17503167688846588,0.38992518186569214,-0.2468026578426361,0.09143828600645065,0.08831402659416199,0.24343885481357574,1.0132895708084106,-0.3478539288043976,-0.0016695542726665735,-0.025514138862490654,0.1820390522480011,0.4921210706233978,-0.48515990376472473,0.0035814675502479076,0.013415886089205742,0.18506090342998505,0.4623565673828125,-0.299066960811615,0.024589629843831062,0.020196400582790375,0.18209877610206604,0.4084853231906891,-0.2814459204673767,0.011856308206915855,-0.006642447784543037,0.1852155178785324,0.39744651317596436,-0.3142905831336975,0.03739055246114731,0.031574368476867676,0.1835176944732666,0.41901037096977234,-0.2886252701282501,0.037453219294548035,0.029553119093179703,0.1924322098493576,0.42417052388191223,-0.3280728757381439,0.00803698506206274,0.014081140980124474,0.12315825372934341,0.2586655020713806,-0.21524205803871155,0.010571178048849106,0.019008520990610123,0.12036177515983582,0.24695008993148804,-0.21316206455230713,0.010243791155517101,0.012078747153282166,0.11778148263692856,0.26173800230026245,-0.2336147427558899,0.011445214971899986,0.007666231133043766,0.12525907158851624,0.2598889172077179,-0.23724129796028137
M3_Quarterly_num_layers_8_hidden_size_16_max_steps_100,M3,Quarterly,8,8,8,16,100,2184,0.1144551072892193,0.0516439750790596,0.05059882998466492,0.20889705419540405,0.4241196811199188,-0.4119851589202881,0.0615968331694603,0.06138615310192108,0.15589429438114166,0.3903672397136688,-0.24699270725250244,0.047523196786642075,0.033570487052202225,0.15601128339767456,0.3918498456478119,-0.2655535340309143,0.025807242840528488,0.018681678920984268,0.15617166459560394,0.3396051526069641,-0.25642555952072144,0.01796540804207325,0.01735169067978859,0.15077023208141327,0.3250240385532379,-0.26465246081352234,0.015158592723309994,0.011568546295166016,0.15997624397277832,0.3308597207069397,-0.3080287277698517,0.00726739875972271,-0.003129255725070834,0.1474054604768753,0.32591667771339417,-0.2488309144973755,0.014282547868788242,0.01226760819554329,0.14547184109687805,0.3204115927219391,-0.28140726685523987,0.008051363751292229,0.012653142213821411,0.15364080667495728,0.36788320541381836,-0.250446617603302,0.00803698506206274,0.014081140980124474,0.12315825372934341,0.2586655020713806,-0.21524205803871155,0.010571178048849106,0.019008520990610123,0.12036177515983582,0.24695008993148804,-0.21316206455230713,0.010243791155517101,0.012078747153282166,0.11778148263692856,0.26173800230026245,-0.2336147427558899,0.011445214971899986,0.007666231133043766,0.12525907158851624,0.2598889172077179,-0.23724129796028137
M3_Quarterly_num_layers_8_hidden_size_16_max_steps_200,M3,Quarterly,8,8,8,16,200,2184,0.05370734976078851,0.0479397252202034,0.04419738054275513,0.2114521861076355,0.450712114572525,-0.41311222314834595,0.06312733888626099,0.057463280856609344,0.1553255170583725,0.398838073015213,-0.24699270725250244,0.05756579339504242,0.04773178696632385,0.1639084815979004,0.48998886346817017,-0.30187878012657166,0.029362674802541733,0.023444704711437225,0.15843060612678528,0.44503533840179443,-0.2564299404621124,0.017837775871157646,0.01703706383705139,0.15131564438343048,0.3257870376110077,-0.2635897099971771,0.016839422285556793,0.01332317665219307,0.16085131466388702,0.33259838819503784,-0.3080955445766449,0.007620987948030233,-0.0031381198205053806,0.14789508283138275,0.32946160435676575,-0.2488309144973755,0.014708232134580612,0.0131570128723979,0.14584200084209442,0.33207690715789795,-0.28143689036369324,0.008440929464995861,0.013129960745573044,0.1544100046157837,0.37582215666770935,-0.25044873356819153,0.00803698506206274,0.014081140980124474,0.12315825372934341,0.2586655020713806,-0.21524205803871155,0.010571178048849106,0.019008520990610123,0.12036177515983582,0.24695008993148804,-0.21316206455230713,0.010243791155517101,0.012078747153282166,0.11778148263692856,0.26173800230026245,-0.2336147427558899,0.011445214971899986,0.007666231133043766,0.12525907158851624,0.2598889172077179,-0.23724129796028137
M3_Quarterly_num_layers_8_hidden_size_16_max_steps_300,M3,Quarterly,8,8,8,16,300,2184,0.05720653921969546,0.050724416971206665,0.03893287852406502,0.2116747945547104,0.473759263753891,-0.4201798737049103,0.06332860887050629,0.05777495354413986,0.15541869401931763,0.3994775116443634,-0.24699270725250244,0.05778122693300247,0.04762260988354683,0.17051926255226135,0.5239022970199585,-0.3124349117279053,0.030100297182798386,0.032112494111061096,0.159160315990448,0.4652540683746338,-0.2564299404621124,0.01791474036872387,0.0169905424118042,0.15150468051433563,0.3256378769874573,-0.26280540227890015,0.017077496275305748,0.01332317665219307,0.16107454895973206,0.33315467834472656,-0.3080955445766449,0.007745316717773676,-0.0031381198205053806,0.14801201224327087,0.33049723505973816,-0.2488309144973755,0.014806968159973621,0.013627836480736732,0.1459278166294098,0.33307522535324097,-0.28143689036369324,0.008557618595659733,0.013129960745573044,0.15452082455158234,0.37694236636161804,-0.25044873356819153,0.00803698506206274,0.014081140980124474,0.12315825372934341,0.2586655020713806,-0.21524205803871155,0.010571178048849106,0.019008520990610123,0.12036177515983582,0.24695008993148804,-0.21316206455230713,0.010243791155517101,0.012078747153282166,0.11778148263692856,0.26173800230026245,-0.2336147427558899,0.011445214971899986,0.007666231133043766,0.12525907158851624,0.2598889172077179,-0.23724129796028137
M3_Quarterly_num_layers_8_hidden_size_16_max_steps_500,M3,Quarterly,8,8,8,16,500,2184,0.05206700084637332,0.05124254524707794,0.03857804834842682,0.21432210505008698,0.49295133352279663,-0.4991944432258606,0.06340531259775162,0.05782138556241989,0.15544916689395905,0.399604856967926,-0.24699270725250244,0.0721287876367569,0.05555988475680351,0.19209171831607819,0.6770676970481873,-0.36352938413619995,0.036338962614536285,0.034300800412893295,0.1627584546804428,0.48409131169319153,-0.34882545471191406,0.017661675810813904,0.017147883772850037,0.15163679420948029,0.32597678899765015,-0.26344481110572815,0.017146358266472816,0.01332317665219307,0.16111056506633759,0.3336162865161896,-0.3080955445766449,0.007798224687576294,-0.0031381198205053806,0.14805662631988525,0.3307446241378784,-0.2488309144973755,0.01482684537768364,0.013743794523179531,0.145950049161911,0.3335011601448059,-0.28143689036369324,0.0086017195135355,0.013129960745573044,0.15456326305866241,0.37721529603004456,-0.25044873356819153,0.00803698506206274,0.014081140980124474,0.12315825372934341,0.2586655020713806,-0.21524205803871155,0.010571178048849106,0.019008520990610123,0.12036177515983582,0.24695008993148804,-0.21316206455230713,0.010243791155517101,0.012078747153282166,0.11778148263692856,0.26173800230026245,-0.2336147427558899,0.011445214971899986,0.007666231133043766,0.12525907158851624,0.2598889172077179,-0.23724129796028137
M3_Quarterly_num_layers_8_hidden_size_20_max_steps_100,M3,Quarterly,8,8,8,20,100,3288,0.06375346435014566,0.05588054656982422,0.06649647653102875,0.20790645480155945,0.42658066749572754,-0.37022969126701355,0.029612932354211807,0.020695842802524567,0.13673797249794006,0.30846408009529114,-0.21920780837535858,0.04238860681653023,0.04000367224216461,0.14253079891204834,0.3609790802001953,-0.2672818601131439,0.03633417189121246,0.028842385858297348,0.14122381806373596,0.3613291084766388,-0.22358061373233795,0.0178462415933609,0.008742280304431915,0.14031168818473816,0.2900800108909607,-0.26081037521362305,0.020825745537877083,0.011947998777031898,0.1329883337020874,0.29220855236053467,-0.24964001774787903,0.00880104023963213,0.002687599742785096,0.13969531655311584,0.30682817101478577,-0.2432502657175064,0.00035254881368018687,-0.002690010005608201,0.12951429188251495,0.2877568006515503,-0.21560519933700562,-0.0017271729884669185,-0.007450313773006201,0.1377233862876892,0.2875332236289978,-0.2619360387325287,0.00803698506206274,0.014081140980124474,0.12315825372934341,0.2586655020713806,-0.21524205803871155,0.010571178048849106,0.019008520990610123,0.12036177515983582,0.24695008993148804,-0.21316206455230713,0.010243791155517101,0.012078747153282166,0.11778148263692856,0.26173800230026245,-0.2336147427558899,0.011445214971899986,0.007666231133043766,0.12525907158851624,0.2598889172077179,-0.23724129796028137
M3_Quarterly_num_layers_8_hidden_size_20_max_steps_200,M3,Quarterly,8,8,8,20,200,3288,0.05506725539327517,0.05685863643884659,0.07737810909748077,0.2080426812171936,0.43734389543533325,-0.3873040974140167,0.029668617993593216,0.02070610597729683,0.13668522238731384,0.3079379200935364,-0.21920780837535858,0.047941699624061584,0.04817614704370499,0.1514459103345871,0.43079686164855957,-0.27189964056015015,0.037290941923856735,0.02971062995493412,0.14284569025039673,0.40384751558303833,-0.22358088195323944,0.017933586612343788,0.007439360022544861,0.14045925438404083,0.2952597141265869,-0.26081961393356323,0.02050916664302349,0.011948244646191597,0.1328604817390442,0.2906130254268646,-0.24965284764766693,0.008620628155767918,0.0021295715123414993,0.13957525789737701,0.3049756586551666,-0.24325250089168549,0.0002454803907312453,-0.0026892507448792458,0.12945765256881714,0.288118451833725,-0.21560519933700562,-0.001808383734896779,-0.0074500879272818565,0.1376565396785736,0.28339433670043945,-0.2619650959968567,0.00803698506206274,0.014081140980124474,0.12315825372934341,0.2586655020713806,-0.21524205803871155,0.010571178048849106,0.019008520990610123,0.12036177515983582,0.24695008993148804,-0.21316206455230713,0.010243791155517101,0.012078747153282166,0.11778148263692856,0.26173800230026245,-0.2336147427558899,0.011445214971899986,0.007666231133043766,0.12525907158851624,0.2598889172077179,-0.23724129796028137
M3_Quarterly_num_layers_8_hidden_size_20_max_steps_300,M3,Quarterly,8,8,8,20,300,3288,0.06052356420847948,0.05710639804601669,0.08270663768053055,0.2082357555627823,0.44423604011535645,-0.3940933048725128,0.029825016856193542,0.02070610597729683,0.13675716519355774,0.3081396818161011,-0.21920780837535858,0.04639860987663269,0.04941122233867645,0.15736041963100433,0.45071980357170105,-0.2865895628929138,0.038048844784498215,0.031536225229501724,0.1434866487979889,0.41679349541664124,-0.22358088195323944,0.018222462385892868,0.008387821726500988,0.1406906694173813,0.29649972915649414,-0.26081961393356323,0.020643049851059914,0.011948244646191597,0.1329515129327774,0.29088181257247925,-0.24965284764766693,0.008739788085222244,0.002295598853379488,0.1396501660346985,0.3054404556751251,-0.24325250089168549,0.00029499141965061426,-0.0026892507448792458,0.12949903309345245,0.2886386513710022,-0.21560519933700562,-0.0017584270099177957,-0.0074500879272818565,0.13769975304603577,0.2838814854621887,-0.2619650959968567,0.00803698506206274,0.014081140980124474,0.12315825372934341,0.2586655020713806,-0.21524205803871155,0.010571178048849106,0.019008520990610123,0.12036177515983582,0.24695008993148804,-0.21316206455230713,0.010243791155517101,0.012078747153282166,0.11778148263692856,0.26173800230026245,-0.2336147427558899,0.011445214971899986,0.007666231133043766,0.12525907158851624,0.2598889172077179,-0.23724129796028137
M3_Quarterly_num_layers_8_hidden_size_20_max_steps_500,M3,Quarterly,8,8,8,20,500,3288,0.05191981278285969,0.05601261928677559,0.07965432852506638,0.2091425061225891,0.45196661353111267,-0.418472558259964,0.029845798388123512,0.02070610597729683,0.1367676854133606,0.3082452714443207,-0.21920780837535858,0.04281296208500862,0.04301401227712631,0.16522425413131714,0.45660537481307983,-0.33631595969200134,0.038679011166095734,0.033108748495578766,0.1440057009458542,0.42538371682167053,-0.22358088195323944,0.018228834494948387,0.008364221081137657,0.140753373503685,0.2957032024860382,-0.26081961393356323,0.020589379593729973,0.011948244646191597,0.13294927775859833,0.29088732600212097,-0.24965284764766693,0.008719289675354958,0.002230773214250803,0.13964857161045074,0.3053487539291382,-0.24325250089168549,0.0002804155519697815,-0.0026892507448792458,0.12949934601783752,0.2888093590736389,-0.21560519933700562,-0.0017690194072201848,-0.0074500879272818565,0.13769173622131348,0.2833946645259857,-0.2619650959968567,0.00803698506206274,0.014081140980124474,0.12315825372934341,0.2586655020713806,-0.21524205803871155,0.010571178048849106,0.019008520990610123,0.12036177515983582,0.24695008993148804,-0.21316206455230713,0.010243791155517101,0.012078747153282166,0.11778148263692856,0.26173800230026245,-0.2336147427558899,0.011445214971899986,0.007666231133043766,0.12525907158851624,0.2598889172077179,-0.23724129796028137
M3_Quarterly_num_layers_8_hidden_size_24_max_steps_100,M3,Quarterly,8,8,8,24,100,4616,0.0888324818787381,0.04043026268482208,0.04287393391132355,0.2096860706806183,0.4165663719177246,-0.36501964926719666,0.028050333261489868,0.0319528765976429,0.12798923254013062,0.31729310750961304,-0.20320315659046173,0.031309545040130615,0.018428299576044083,0.12882620096206665,0.3437466323375702,-0.22508196532726288,0.024282488971948624,0.023777492344379425,0.1273406594991684,0.3074435591697693,-0.2170885056257248,0.012972727417945862,0.017005087807774544,0.12289518862962723,0.26543697714805603,-0.2247018665075302,0.003033366519957781,-0.004233242012560368,0.12318962067365646,0.26174187660217285,-0.2651638090610504,0.0038009195122867823,-0.002517953747883439,0.1252475082874298,0.2771570384502411,-0.2258029282093048,-0.0018446999602019787,-0.011439211666584015,0.12217079102993011,0.25823941826820374,-0.22836613655090332,-0.005951747298240662,-0.005925513803958893,0.11963074654340744,0.28243955969810486,-0.23536734282970428,0.00803698506206274,0.014081140980124474,0.12315825372934341,0.2586655020713806,-0.21524205803871155,0.010571178048849106,0.019008520990610123,0.12036177515983582,0.24695008993148804,-0.21316206455230713,0.010243791155517101,0.012078747153282166,0.11778148263692856,0.26173800230026245,-0.2336147427558899,0.011445214971899986,0.007666231133043766,0.12525907158851624,0.2598889172077179,-0.23724129796028137
M3_Quarterly_num_layers_8_hidden_size_24_max_steps_200,M3,Quarterly,8,8,8,24,200,4616,0.05406593906137577,0.03885111212730408,0.054875556379556656,0.21257677674293518,0.4292945861816406,-0.36009523272514343,0.02770807407796383,0.03797104209661484,0.12765467166900635,0.307747483253479,-0.20320315659046173,0.03693915158510208,0.033735260367393494,0.13763073086738586,0.44216519594192505,-0.23985768854618073,0.029266906902194023,0.027197476476430893,0.13054987788200378,0.3587220013141632,-0.23032811284065247,0.01281622052192688,0.017056643962860107,0.1229415014386177,0.26498833298683167,-0.22470606863498688,0.003026945749297738,-0.0039367773570120335,0.12318307161331177,0.2621883153915405,-0.26526251435279846,0.003821340622380376,-0.0025178559590131044,0.1252577304840088,0.2777654528617859,-0.22608889639377594,-0.0017719273455440998,-0.011439211666584015,0.12224168330430984,0.26290786266326904,-0.22839726507663727,-0.005652908701449633,-0.005395710468292236,0.119816854596138,0.3001554012298584,-0.23542214930057526,0.00803698506206274,0.014081140980124474,0.12315825372934341,0.2586655020713806,-0.21524205803871155,0.010571178048849106,0.019008520990610123,0.12036177515983582,0.24695008993148804,-0.21316206455230713,0.010243791155517101,0.012078747153282166,0.11778148263692856,0.26173800230026245,-0.2336147427558899,0.011445214971899986,0.007666231133043766,0.12525907158851624,0.2598889172077179,-0.23724129796028137
M3_Quarterly_num_layers_8_hidden_size_24_max_steps_300,M3,Quarterly,8,8,8,24,300,4616,0.0599786008506245,0.03665963187813759,0.047918736934661865,0.21567170321941376,0.43868544697761536,-0.3769758939743042,0.027890818193554878,0.038500458002090454,0.12771201133728027,0.3081537187099457,-0.20320315659046173,0.037255652248859406,0.03864767774939537,0.1462496817111969,0.6248281598091125,-0.25879359245300293,0.031055493280291557,0.029819227755069733,0.1326603889465332,0.3810805678367615,-0.2531948685646057,0.012977303937077522,0.01772843860089779,0.12306457757949829,0.26539114117622375,-0.22470606863498688,0.0031531010754406452,-0.0032320867758244276,0.12326599657535553,0.26267436146736145,-0.26526251435279846,0.003928466700017452,-0.0025178559590131044,0.1253376007080078,0.27836039662361145,-0.22608889639377594,-0.001703877467662096,-0.01136157475411892,0.12229855358600616,0.2635157108306885,-0.22839726507663727,-0.0056129563599824905,-0.005395710468292236,0.11986219137907028,0.30101534724235535,-0.23542214930057526,0.00803698506206274,0.014081140980124474,0.12315825372934341,0.2586655020713806,-0.21524205803871155,0.010571178048849106,0.019008520990610123,0.12036177515983582,0.24695008993148804,-0.21316206455230713,0.010243791155517101,0.012078747153282166,0.11778148263692856,0.26173800230026245,-0.2336147427558899,0.011445214971899986,0.007666231133043766,0.12525907158851624,0.2598889172077179,-0.23724129796028137
M3_Quarterly_num_layers_8_hidden_size_24_max_steps_500,M3,Quarterly,8,8,8,24,500,4616,0.051714037264231905,0.03314696252346039,0.04828495532274246,0.21838651597499847,0.44253483414649963,-0.47541481256484985,0.02791428379714489,0.0387793630361557,0.127650648355484,0.3077017664909363,-0.20320315659046173,0.03462294489145279,0.03521408885717392,0.15371514856815338,0.7261180281639099,-0.30368444323539734,0.03331916779279709,0.03009609505534172,0.1346658319234848,0.3980129063129425,-0.32006609439849854,0.012262430042028427,0.014993931166827679,0.12318133562803268,0.2651865482330322,-0.22470606863498688,0.003100327216088772,-0.003203494008630514,0.12324055284261703,0.26241210103034973,-0.26526251435279846,0.003875495633110404,-0.0025178559590131044,0.1253097653388977,0.27833762764930725,-0.22608889639377594,-0.0017303000204265118,-0.011439211666584015,0.12227655202150345,0.2630975842475891,-0.22839726507663727,-0.005645705386996269,-0.005395710468292236,0.11984148621559143,0.30096665024757385,-0.23542214930057526,0.00803698506206274,0.014081140980124474,0.12315825372934341,0.2586655020713806,-0.21524205803871155,0.010571178048849106,0.019008520990610123,0.12036177515983582,0.24695008993148804,-0.21316206455230713,0.010243791155517101,0.012078747153282166,0.11778148263692856,0.26173800230026245,-0.2336147427558899,0.011445214971899986,0.007666231133043766,0.12525907158851624,0.2598889172077179,-0.23724129796028137
